,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,created_at,retweets,replies,likes,quote_count,place_id,author_id,username,author_followers,author_tweets,author_description,author_location,city_name,object,country,UserPlase_longitude,UserPlase_latitude,UserPlase_sub_longitude,UserPlase_sub_latitude,code_nation,Tokyo_code,Tokyo_estimete_code,Geo_Flag_multi
800,800,800,571453,858,東京に出てきて、山形出身の友達からもらって最初の感想が「うわっ、なにこれうまっ！！クリープ固めたみたいな味」って感動したわりには身近な風味に例えてしまったのよね。ちびちび食べようと思っても一気に食べ切ってしまう。,2022-07-17_21:56:10,0.0,1.0,3.0,0,1b0cfebe3424e14f,117305014,da_mayu,211.0,29885,生まれ雪国平野部(でも寒がり)／高2息子・中3娘／性格キツめ・メンタル強め・自律神経脆弱,,東京 世田谷区,city,日本,139.582428,35.590036,139.686603,35.682992,5339,533934,533945,2
850,850,850,549584,1018,#平和４本集中放送の４本目ポルタヴァからウクライナ東部へハルキウ、ザポリージャ、クリミア半島のシムフェローポリ、激戦地となり、奪われ、占領を受けている土地である。ザポリージャ子供鉄道の学生は、今戦火の中、避難民を、生活物資を必死で運んでいるに違いない。,2022-07-17_05:43:54,0.0,1.0,0.0,0,451617631d24d98c,1162093944320040960,PoipoiCc,222.0,15720,鉄道と、HOと、MM,,東京 目黒区,city,日本,139.661641,35.600599,139.717749,35.664149,5339,533935,533937,3
1029,1029,1029,255568,1412,北海道行ってきます✈️入院などあり練習少なかったけどできる最大限のことをして悔いのない試合をしてきたいと思います👍札幌でおすすめのお店あったら教えてください🤪👌https://t.co/i0Bs8sBTwp,2022-07-08_12:54:06,0.0,2.0,27.0,0,1df8c91136c4c140,1517411827843432448,211kenji1110,658.0,207,Darts&Bar FRONT LINE代表 🎯SOFT DARTS PROFESSIONAL TOUR JAPAN 所属🎯✨応援してくださるスポンサー様募集してます✨💍2022.211💍,YOKOHAMA,東京 大田区,city,日本,139.652804,35.520696,139.826225,35.613092,5339,533925,533945,2
1102,1102,1102,246516,841,夜勤明け→仮眠→目黒→朝帰り仮眠→遅番→一旦帰宅→アキバ→朝帰り→すき家→帰宅と仮眠、、、、からの目黒からの渋谷からの仕事予定death渋谷はギリギリまで悩みます,2022-07-08_06:53:55,0.0,0.0,2.0,0,336251fac4207ae3,1418297083,3y3s_kazuking,536.0,17126,基本クラブやらで携帯で写真撮ってる人。介護福祉士12年生。孤独と暇が大嫌いです。 DJ少しかじってます。主催イベントは毎月第2木曜日「ぐっちょろ𝐍𝐢𝐠𝐡𝐭~今日もヒーローゎがんばる~」 思い出は #ぐっちょろNIGHT または #めぐっちょろNIGHT へ 最推しDJは @DJ_mahiro,音楽と酒がある所、水曜土曜はほぼ目黒か渋谷にいる,千葉 船橋市,city,日本,139.938893,35.663842,140.089631,35.799541,5339,533937,533935,3
1182,1182,1182,438193,752,あらっ、実家のすぐそばですね!元小学校?秋田に帰ったら寄ってみます👹#羽後町#湯沢市https://t.co/6C6ejzZlkY,2022-07-13_22:55:19,0.0,0.0,16.0,0,a35b6b4421e1a506,60442010,akita_izatan,15200.0,28874,全国の秋田ゆかりの飲食店🏮を拠点に秋田の食🍶🍲🌾と秋田ゆかりの人を応援する秋田県人会グループ/ 秋田県庁総務部あきたじん登録団体/いざたん👹（湯沢市ふるさと応援大使）#まず一杯やるっすべ #首都圏あきたSNSネットワーク #ババヘラフォトジェニック#首都圏秋田関連イベントコラボ等📥お気軽にどうぞ!,全国と秋田のご縁を繋ぐプラットフォーム創り👹,東京 中野区,city,日本,139.624224,35.676575,139.694277,35.735556,5339,533944,533953,2
1271,1271,1271,405818,692,＃日本は大丈夫か？国民を欺き、忖度社会を築き、武力増強しようとした悪しき政治家安倍晋三氏を、慕い、尊敬し、死を悲しむ国民が多く居る。日本にとって大切な人を亡くしたと、本心で思っているのだろうか？日本は、まるでオウム真理教の麻原氏に洗脳された人間で溢れている。,2022-07-12_23:54:13,13.0,0.0,28.0,3,7bd3d82b03caf040,1390904122165977089,OOYkMnVE49T8ker,1410.0,3442,新潟明訓高校、日本大学経済学部千種義人理論経済学ゼミ、三菱UFJ銀行出身。格差社会、貧富固定社会は不平等。敗者復活の仕組みが乏しい日本では、正しい競争が行われないし、大胆な発想行動は出にくい。 忖度のない、平等に競い合う社会を切望したい。弱い立場の国、民衆だけが、苦しめられるのではなく、人類がひとつになり平和を築こう。,埼玉 蕨市,埼玉 蕨市,city,日本,139.662748,35.813659,139.709987,35.835573,5339,533955,533923,3
1348,1348,1348,282608,1415,宗教団体の集金法問題。安倍晋三の政治信条には賛成。アメリカの軍事産業に日本の税金をさし上げたいなら、自民党・公明党・維新の会に投票すると目的が適う。与党と維新の会に投票すれば、アメリカの軍事産業大儲けに寄与。https://t.co/d3sgLveqkm,2022-07-09_07:50:49,0.0,0.0,0.0,0,24f07b6d792fa678,825369528,nomu47290327,13.0,6038,棄権だけはしないでおこうと思います。,,茨城 つくば市,city,日本,139.995787,35.947444,140.173305,36.236812,5339,533977,533944,3
1358,1358,1358,699161,14,■陶器専門店ぐい呑み販売店横浜市うつわの弥土みと■全国一律送料無料■備前焼金重剛作品カセぐい呑カセが好きカセ具合にも好みあり知れば知るほど深き沼かな場所:うつわの弥土みとhttps://t.co/4rE00IVfyL,2022-07-21_16:59:50,0.0,0.0,0.0,0,bfdffb491d839e84,1057965702638854146,utsuwa_mito,727.0,2670,#ぐい呑み販売店 #唐津焼ぐい呑 #唐津焼ぐい飲み #唐津焼ぐい呑み #唐津焼ぐいのみ #備前焼ぐい呑み #備前焼ぐい呑 #備前焼ぐい飲み #備前焼ぐいのみ #横浜市陶器専門店 #急須 #中国茶杯 #pottery #日本酒うつわの弥土入り方→https://t.co/H30Ba7bCzH,神奈 横浜市 青葉区しらとり台35-15 2F,神奈 横浜市 青葉区,city,日本,139.469163997617,35.5246119996656,139.572896995649,35.591350001308,5339,533923,533914,2
1406,1406,1406,837511,597,渋峠雷滝ビーナスライン松本城新潟ですが清津峡渓谷トンネル要予約富山県ですが黒部ダム群馬ですが猿ヶ京でバンジーとか参考になると良いのですが。,2022-07-25_18:57:11,0.0,1.0,1.0,0,735b6f2b933efaf6,840824734807805952,69mogura69,1436.0,5445,バイク、フィッシング、一人旅が好きな 折り返し地点をすぎこうしてはいられない刺激を求める大人 久々大型バイク免許取得なのにVT250 SPADA購入 名前のかまちょはヘクター▪カマチョから拝借 ☆飛べない豚はただの豚☆明日やろうは馬鹿野郎,埼玉 和光市,東京 中央区,city,日本,139.758528,35.644646,139.793196,35.69663,5339,533936,533945,3
1442,1442,1442,617873,598,バンコクでは自宅から会社まで徒歩５分でしたが6:53現在、通勤電車に乗っています。ライフワークバランスはやっぱりタイでしょうか🚋,2022-07-19_06:55:08,0.0,0.0,19.0,0,bfdffb491d839e84,709584628416262144,Tmori104,375.0,2386,世界１周(2年)→上海(2年)→シンガポール(半年)→バンコク(7年)→帰国(2022/6)海外に魅せられ翻弄されたアラフィフ。信条：将来は何が起こるか分からないので悩む必要なし。今を全力で生きる。趣味：海外旅行、株式投資職業：IT関係(ブログ https://t.co/herZxWdV1p)良ければフォローお願いします！,神奈川,神奈 横浜市 青葉区,city,日本,139.469163997617,35.5246119996656,139.572896995649,35.591350001308,5339,533923,533945,2
1541,1541,1541,638827,355,又、安倍晋三氏が生んだ、忖度ですか！？日本から忖度を一掃しないと、日本が駄目になるだけ。亡くなられても、安倍晋三氏は、悪いことしか、残されないですね。国葬なんて、とても値する人物ではありませんね。https://t.co/Cyr6VPaoEO,2022-07-19_21:58:17,6.0,0.0,9.0,1,7bd3d82b03caf040,1390904122165977089,OOYkMnVE49T8ker,1410.0,3442,新潟明訓高校、日本大学経済学部千種義人理論経済学ゼミ、三菱UFJ銀行出身。格差社会、貧富固定社会は不平等。敗者復活の仕組みが乏しい日本では、正しい競争が行われないし、大胆な発想行動は出にくい。 忖度のない、平等に競い合う社会を切望したい。弱い立場の国、民衆だけが、苦しめられるのではなく、人類がひとつになり平和を築こう。,埼玉 蕨市,埼玉 蕨市,city,日本,139.662748,35.813659,139.709987,35.835573,5339,533955,533934,2
1563,1563,1563,524983,300,わかる。おいら両親が群馬でよく小さい頃に電車で行ったから。帰りは池袋方面行っちゃうのもあるから気をつけてね,2022-07-16_12:58:36,0.0,0.0,1.0,0,ed61afd47a8bfd91,858989768368996352,onigiri5271,61.0,11417,,日本 神奈,神奈 川崎市 幸区,city,日本,139.655278997832,35.5156369989962,139.707627000028,35.5584629948291,5339,533925,533945,2
1605,1605,1605,426450,242,八王子方面は！実際あり！三鷹に戻ったり、立川とかもいいなーとかは！！,2022-07-13_14:57:57,0.0,1.0,0.0,0,1d5d82d43a574e4f,126837843,tai_mk2,1529.0,112935,フリーランスのCGアニメーターです▼フェイシャルキャプチャー デザイナー&アクター▼ライブ撮影カメラマン&編集 など映像系で幅広くやってます！お仕事はDMでご相談ください,,埼玉 所沢市,city,日本,139.379107,35.763076,139.545964,35.843832,5339,533953,533942,3
1662,1662,1662,614342,1277,では僕の推しである、北海道出身の佐藤優樹ちゃんと静岡県出身の小野田紗栞ちゃん貼っておきますねhttps://t.co/yXOhZxDYtD,2022-07-19_03:00:42,1.0,0.0,5.0,0,1df8c91136c4c140,564254777,wkyouhei1111,387.0,22355,田中れいな永久推し(๑ ́ᄇ`๑)れなまーは殿堂入り(σﾟ∀ﾟ)σハロヲタ①さおり②りお||||分厚い壁||||③夢羽④きき真琳(モーニング≒つばき＞＞＞ JJ≒びよ≒お茶＞アンジュ)SMAPヲタでもある( •︠ˍ•︡ )乃木ヲタ坂道ヲタだった(´-_ゝ-`)3ヶ月だけニジマスヲタクだったけど幸せでした,東京 大田区,東京 大田区,city,日本,139.652804,35.520696,139.826225,35.613092,5339,533925,533935,2
1675,1675,1675,832250,969,東京・あきる野市長、失職の可能性高まる解散による市議選で「不信任賛成」18人全員当選：東京新聞TOKYOWebhttps://t.co/gu3r0KXJDe市長は、損害賠償…で選挙費用のうち、賠償可能な範囲で支払ってもらう…って、法律的には困難かな？,2022-07-25_14:52:42,0.0,0.0,0.0,0,e55409e2b3f74247,118607328,Shige327,3430.0,122485,不景気で良い商材がなく、保険代理店休業中なFP(2級)。熊襲の末裔。保険は約款がポイントと考えてます。健康問題には関心があり、病院の公開講座など時折受講してます。#脱自民党 #脱原発 #廃炉 を推進しましょう♪,千葉県松戸市,千葉 松戸市,city,日本,139.879781,35.746405,140.001431,35.849795,5339,533947,533941,2
1701,1701,1701,821176,1092,おはひとちゃんです🎉❤️あしべさん福岡は楽しいよ👍でも当たる気がしないね💦ダメ元で仙台申し込みます😎,2022-07-25_06:51:30,0.0,1.0,1.0,0,1df8c91136c4c140,1458742663105363969,Hi7twLnovfeb,1016.0,3820,ももクロ ももたまい寄り箱 周年幕張バレイベ表春一福島→武蔵野の森→アヤカネ→ももフェス→AE幕張 ばっしょーきいな瀬田さん寄り箱 入隊式渋谷福岡国際会議場入隊式恵比寿→地方創生仙台→中野サンプラザ超とき宣ひとあき寄り箱推し ときクリ→春ツ中野→横浜武道館→夏ツ羽田→幕張メッセ 東北産💚❤️💖→スタプラフェス,仙台PIT🍄❌→幕張メッセ🍊→幕張メッセ🍑,東京 大田区,city,日本,139.652804,35.520696,139.826225,35.613092,5339,533925,533954,2
1782,1782,1782,544524,244,米海軍が行った'58年の大気圏内での最大規模の原爆実験・ハードタック作戦に参加、以降米国の主要な核実験に参加した将校による貴重な証言録。米海軍は'48年〜'58年にかけてビキニ環礁で合計23回の核兵器の実験を行っている。店主#清澄白河#書店https://t.co/Stn4mwON5F,2022-07-17_02:51:23,2.0,0.0,17.0,0,10c028463854c000,867903046717652993,suzukitaitou,4507.0,12707,Books&cafe ドレッドノートです。 東京都江東区平野2-3-21.最寄りの駅は地下鉄清澄白河です。新刊・古本の書店とカフェ。本体はOA機器販売会社です。 通販はhttps://t.co/GK3SQoV0rI 東京都公安委員会第307712215847号,東京 江東区,Books&Cafe ドレッドノート,poi,日本,139.80312,35.67709,139.80312,35.67709,5339,533946,533926,3
1787,1787,1787,193023,1040,こんな可愛くて馴れ馴れの子が、つい先日、奄美大島でノネコとして捕まりました。東京、横浜方面でアムイ君の里親になりたい方、絶賛募集中です！https://t.co/8xqazMqdsr,2022-07-06_16:53:10,259.0,1.0,340.0,0,faab662cb34cf04f,183649818,pinot1996,6731.0,105653,猫大好きな動物愛護のボランティアです。 東京都動物愛護推進員。 動物も好きですが、食べる事やワインも大好き。動物好きの子供達を育てたいという思いから、動物介在教育インストラクターの勉強を始めました。趣味はヨガとフランス語です。最近は、落語にハマってます。,,東京 杉並区,city,日本,139.585064,35.665879,139.667527,35.730446,5339,533934,533935,2
1996,1996,1996,865950,777,＃ひるおび何が地上天国だよ。何億円の献金を詐取されて破産された家庭にとって、何処に天国があるんだよ？韓国の中だけでやってろ！細田なんか帰化させて連れて行って構わないから、日本にはプラスになるが、マイナスにはならないしな。,2022-07-26_14:53:58,4.0,0.0,3.0,1,bfdffb491d839e84,1316887013342158849,tatsu046274,754.0,88675,生きるまで生きたらば、死ぬるでもあろうかと思う (前田慶次) 現時点、支持政党は未決定。 政治家・政党の支持、支援について言動一致、有言実行な人物本位。,神奈川県大和市,神奈 横浜市 青葉区,city,日本,139.469163997617,35.5246119996656,139.572896995649,35.591350001308,5339,533923,533945,2
2064,2064,2064,129319,991,アメブロを投稿しました。『8耐レポ出走するまで』#アメブロ#沖縄https://t.co/dA2zaNqC1x,2022-07-04_19:55:19,0.0,0.0,5.0,0,7efb0fd5276fdda5,1173729849204076544,mura0234,67.0,676,どこにでも居るレトロゲーマーです。ゲーマー歴３×年、ランニング歴１×年。ゲームの話とマラソンの話がメイン。あと、キン肉マンとかダイ大とか70～80年代のジャンプ漫画好き。,,東京 豊島区,city,日本,139.677525,35.712228,139.752663,35.745989,5339,533945,533943,2
2313,2313,2313,298507,723,札幌が重要現場被りで行けないから次の大阪を見たら夏Juiceホールは終了か。6公演しかないしねぇ。,2022-07-09_19:57:06,0.0,0.0,0.0,0,a35b6b4421e1a506,111845631,fujita1ikezoe2,975.0,226292,Juice=Juice Berryz工房 こぶしファクトリー ハロプロ研修生。推し→熊井、石山、金澤、宮本、浜浦、段原、江口、工藤由、植村葉、橋田。好き→野球（東北楽天）旅行、鉄道、車、洋服、競馬、女子アナ（TBS田村真子さん） 今までの居住地→埼玉 東京 大阪 京都 愛知 神奈川。,埼玉県,東京 中野区,city,日本,139.624224,35.676575,139.694277,35.735556,5339,533944,533945,2
2317,2317,2317,810138,1378,成増で降りよう思ったら寝過ごしてしまう和光市で降りて成増に戻ろうとしたら元町・中華街行きの急行に乗ってしまい小竹向原まで行く小竹向原で乗り換えて成増に戻る終電じゃなくてよかった！！,2022-07-24_22:51:50,0.0,0.0,7.0,0,0fd33386c57b038a,529059814,nobu427_ktq,631.0,4646,UVERworldが原点🦉 #ROTTENGRAFFTY🐀 #MWAM🐺 #ONEOKROCK🕐 #SiM😈 #coldrain☔️ などROCKが生き甲斐！”音楽さえあれば幸せだ” 北九州市民→東京都民 よろしくどーぞ！,発信地は北九州,東京 板橋区,city,日本,139.624371,35.735759,139.722754,35.801037,5339,533944,533945,5
2746,2746,2746,226600,790,午後から豊洲で8/10の打合せし、その後表参道へ。かなり早く着いたのでBAMBOOでワイン🍷を！と言いたいところですが、車なのでノンアルコールシャンパン。ここのバンケットルームで演奏会をやろうと何度か打合せしたけど規模感が合わずに断念。https://t.co/Rx7LIWUdeS,2022-07-07_16:54:30,0.0,0.0,25.0,0,594fa6c6bc5b5ba9,2169963523,msts3135,681.0,14485,合同会社M'sコンサルティング(@Msc20190701)を主宰①音楽鑑賞、音楽イベント企画②IT&決済関係コンサルティング  など,,東京 港区,city,日本,139.708754,35.622973,139.782004,35.682605,5339,533935,533926,2
2758,2758,2758,703677,277,東京都小池知事推してます、、先日◌◌日5万人、7月28日≒5万人、小池知事歳費返納してます政党関係なく人柄買います知事首都1400万お守り🙏東京で3万人超感染の衝撃…社会機能低下の懸念も都の受け止めは？で無料配信中https://t.co/QtksTO48jY,2022-07-21_19:58:43,0.0,0.0,1.0,0,de41e0d24ed75302,1253815769118306306,QFPgSBtNhTtIstv,642.0,43658,公人🎌『著名人』早大法卒/法＆不動産プロ/各地に招かれ講演にて社会貢献/ジャーナリスト/交友：joediden警視庁‐各県警他/PCP：東大病院sub:湘鎌/天皇家に次ぐ家柄/全国8万5千小笠原氏頂点に君臨〖仏覚52自他共自負〙神奈川県弁護士会勧奨/instaプロフェッシｮ ナルダッシュボード.09049490813,横浜市瀬谷区,神奈 横浜市 瀬谷区,city,日本,139.471282996751,35.4319000028405,139.512256002362,35.5019069996371,5339,533913,533944,2
2836,2836,2836,647726,623,日本法人は最初から黒字ですよ？本体はアメリカで日本のは単なる広告代理店です,2022-07-20_03:30:37,0.0,1.0,2.0,0,7ee61f505fdfdf5c,814761708262543360,UberXAkiHera,9147.0,317217,【Sharing🐸Goodwill】UberGuild株式会社🍇（法人番号：1011101094516） UberONIONギグワーク事業主等団体組合🧅@UEonion 関西支部🐙@UberXTakoyaki #ウーバーイーツは無関係 つのだ☆ひろも無関係,東京都新宿区西新宿3-15-5,東京 新宿区,city,日本,139.673228,35.673404,139.745133,35.72991,5339,533945,533935,2
2847,2847,2847,249955,1420,アメリカでは、要件定義エンジニアとか、パフォーマンスエンジニアとか、テストエンジニアとか、医師みたいに専門分野別に細分化されていて、その専門性ゆえに信頼されて、連携してるんだよね。専門分野を極めずに、何でも屋さんになっちゃってるのも日本の技術者の給与の低さの一因かもよ。,2022-07-08_08:50:04,1.0,1.0,3.0,1,41d9dd520c812894,13370062,takehora,1496.0,12376,パフォーマンスエンジニア。ゲーマー。株式会社Spelldata代表取締役。全国5都市からインターネットを経由したWebやモバイルアプリケーションの計測可能な日本で唯一のサービスや表示完了1秒を全国で98%の歩留まりで達成するパフォーマンスチューニングサービスを提供してます。逆襲のSlackwareの管理人もやってます。,千葉県習志野市,千葉 習志野市,city,日本,139.986485,35.652517,140.085083,35.70826,5339,533937,533935,2
3014,3014,3014,956887,1482,圧力だの、理由黒塗りだのと日本の民主主義はどうなっちゃたの。国民の一人として発信します。自分達の未来の為にも政治に関心を持って下さい。自分達が生きて行く日本の為にも。私は日本と言う国が好きです。https://t.co/jTO1upv8B8,2022-07-29_06:48:40,3.0,0.0,8.0,0,32049a95db695cb8,2887290710,yanakanoboru,786.0,6592,#日本共産党 #台東区議会議員 です。＃相談はDMでも受けます。　いまの日本国憲法は変える必要はない。言論の自由・行動の自由など、自由がある国づくり。民主国家としてどんな国とも対等平等の平和な社会を。この地球上から核兵器が無くなる世界にしていきたい。,東京都台東区谷中1-2-16,東京 台東区,city,日本,139.762233,35.694775,139.809743,35.731637,5339,533946,533935,3
3066,3066,3066,418018,136,フォローありがとうございます😊全制覇おめでとうございます。ご存知だと思いますが川崎市、大田区で実施してるフロ周年スタンプラリーもチャレンジしてみてください。,2022-07-13_08:59:03,0.0,1.0,0.0,0,28b9063fdce43645,1756881414,saito5419,1627.0,35365,銭湯／サウナ／銭湯・サウナステッカー収集／マラソン(過去に東京ﾏﾗｿﾝ青梅ﾏﾗｿﾝホノルルﾏﾗｿﾝ完走)／献血／バレーボール／野球／プロレス／その他スポーツ全般／アニメ／ダイエット／川崎・大田、江戸川区、鴎外の湯、七福神めぐりスタンプラリー実施中,東京都銭湯特区,東京 千代田区,city,日本,139.729893,35.668551,139.782836,35.705218,5339,533945,533925,2
3286,3286,3286,693951,350,こんな事されてもなおロシアに怒りをぶつけない日本も悪い。ほんっと日本人って同じ日本人に対しては高圧的なのに、なぜに外国に対してはかくも臆病なのかねぇ。内弁慶にもほどがある。,2022-07-21_12:58:08,3.0,0.0,21.0,0,98accfc3c0a403d3,864021033866502144,russianbomba,4268.0,14390,プーチン大統領を主人公に、『ロシアンボンバ』という漫画をKindleにて発売中。ソビエト・ロシア・共産趣味・ミリタリー・世界史好きな方大歓迎。,日本 東京,東京 東大和市,city,日本,139.392945,35.729878,139.451884,35.769409,5339,533943,533945,2
3305,3305,3305,423848,409,citiesskylinesはmod無しだと鉄道のシステムが海外モデルなのよな。高速鉄道とメトロや市内電車が別で東京より大阪などをやめて地方都市に近い。,2022-07-13_12:57:35,0.0,0.0,0.0,0,f05d4b0cfac65c65,239026970,peganya,731.0,124137,猫だと思ってなめたらあかん！,鬼門,東京 荒川区,city,日本,139.749428,35.724769,139.814673,35.754824,5339,533945,533946,3
3422,3422,3422,1031363,356,夏は冷たい茶碗蒸し♥今日はイカも美味しかった撮り忘れた💦＃なごやか亭＃福住＃北海道グルメ＃回転寿司＃お寿司好きhttps://t.co/qyYTEqBum8,2022-07-31_12:58:42,0.0,0.0,0.0,0,2e624efa0028615e,489209551,lovelikeyou1122,5.0,3887,aiko・日ハム・旅行が大好物で働くバツイチです,,埼玉 札幌市中央区,city,日本,139.540126666667,35.8720877777778,141.390018611111,43.0857888888889,5339,533964,533926,2
3470,3470,3470,345400,1026,アラスカ州、アイスランド、デンマーク領グリーンランド、スカンジナビア。興味ある国はいずれも北極圏だという。えぇ、ウイスキーバーをやります。,2022-07-11_04:28:55,0.0,0.0,2.0,0,446d3da0f592bb1f,1429368222,akira_starman,114.0,1878,店主 佐々木 亮(Akira Sasaki)札幌市中央区南３条東１丁目のれん横丁１Ｆ 独断と偏見で厳選した酒音楽アテを置く創成川イースト（二条市場）の狭小系酒場。不定休。営業時間15:00～20:00。#whisky #whiskey #bourbon #brandy #davidbowie #davidsylvian,札幌市中央区南３条東１丁目　のれん横丁１F,埼玉 札幌市北区,city,日本,139.587899444444,35.9144675,141.441802777778,43.1898166666667,5339,533964,533934,4
