,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,created_at,retweets,replies,likes,quote_count,place_id,author_id,username,author_followers,author_tweets,author_description,author_location,city_name,object,country,UserPlase_longitude,UserPlase_latitude,UserPlase_sub_longitude,UserPlase_sub_latitude,code,estimate_code,Geo_Flag_multi,bun
23,731,731,320,こんにちは。皆様のご来店お待ちしております。昼 11:00～14:00夜 18:00～22:00（オーダーストップ21:30）豊橋市東脇4丁目1-310532-33-2688#つけめん #しょうゆらーめん #まぜそば #油そば #お持ち帰り #テイクアウト#機動戦士ガンダム #ガンダムの日 https://t.co/p9AjOSYIce,2022-07-08_09:57:49,1.0,0.0,3.0,0,d69d92e96c69b1e4,817370758208835586,sakanaya332688,1043.0,5317,【営業時間】11:00〜14:00 18:00〜22:00 オーダーストップ21:30／定休日 月曜日／TEL 0532-33-2688／東脇交差点角（第二駐車場は東脇胃腸科さん西）,愛知県豊橋市東脇4-1-31,愛知 豊橋市,city,日本,137.304701,34.64732,137.501468,34.861387,5137,5137,2,['豊橋市4丁目1-310532-33-2688#つけめん']
24,745,745,129,次は二ツ井 (@ 鷹ノ巣駅 in 北秋田市 秋田県) https://t.co/66Mtl3xpLQ,2022-07-02_17:59:32,0.0,0.0,0.0,0,97500753df31f289,1570324374,OdateTrain701,1722.0,79130,鉄道中心の乗り物系全般とドラゴンクエストが好きな乃木オタ＆Buddies＆おひさま・宮城セキスイハイムスーパーアリーナ5回連続参戦中・永遠の北野日奈子神推し・その他推しは久保史緒里/鈴木絢音/佐藤璃果//菅井友香//東村芽依/影山優佳/佐々木美玲/高本彩花・同人サークル青りんごホールディングス男鹿支社＆坂道アイドル担当,秋田県男鹿市,秋田 北秋田市,city,日本,140.242939,39.795565,140.73256,40.354914,5940,5940,2,['二ツ井北秋田市 秋田県']
25,768,768,733,@otobokemaki @YouTube おはようございます。返信ありがとうございました。九州の豪雨は今日がピークのようです。ホント、これ以上の大きな被害が無く収まって欲しいです。鹿児島のラーメンは豚骨系が主流ですが、醤油や味噌ソースでも美味しい店があって色々な味が楽しめるかと思います。🍜,2022-07-21_06:54:33,0.0,1.0,1.0,0,77890cc3b730bd37,155068540,pxs06053,1163.0,26507,冴えないノン・スモーカー高血圧オッサンです。その時の気分だけで(⁉)️洋楽(たまに邦楽も)を選曲して朝晩投稿しています。😅💦💦 同じ曲が被ったらゴメンなさい。曲も音楽以外の他愛のない独り言も、思い付くまま適当且つ好き勝手に呟きます。無言フォロー、失礼します。🙇🏻,鹿児島県　鹿児島市,鹿児 鹿児島市,city,日本,130.386605,31.293058,130.724893,31.75256,4630,4630,2,['九州鹿児島']
27,836,836,1110,花沢さん、新潟のアフリカ・バンバータだったとは😳 #WREP,2022-07-07_12:54:03,0.0,0.0,2.0,0,758b6df2b431ecfe,3114302910,djko_zy,842.0,12815,"大阪→新潟 / DJ / Beat Maker / Organizer Of Every 2nd Saturday's Hiphop Party ""AGLEE"" At. Club Seven / 病態栄養専門管理栄養士",,新潟 新潟市 中央区,city,日本,139.005585005187,37.8699360014391,139.098019002981,37.9460940015664,5639,5639,2,['新潟アフリカ']
28,839,839,968,昨日のライブ前は、サイン巡りドライブしてきました🚗蔦屋書店新通店→#佐藤海里 #奈良未遥デッキー401→#大塚七海 #小越春花 #中村歩加 #本間日陽 #真下華穂 いろんなお店に飾られて、地域に愛されてる証拠ですね✨新潟に根ざすNGT素晴らしい!地元ツアーであれだけ一体感が出るのも納得です😊 https://t.co/zGyPaxq292,2022-07-25_05:45:19,0.0,0.0,17.0,0,a723e37201ee3835,1476555551018733571,1001101110yt,56.0,1603,村民,,新潟 秋葉区,city,日本,139.0579,37.720438,139.189152,37.841764,5639,5639,2,['奈良新潟']
30,891,891,492,@hasunokaai 上田市前山の信州の鎌倉あじさい小道か千曲市の智識寺の紫陽花がオススメてす😊,2022-07-18_00:53:40,0.0,1.0,3.0,0,6e4e0577f0ab2a37,3513647359,you198007,231.0,1906,東信、北信メインに美味しい物巡りしてます♪フォロワー増やして美味しい企画やるので無言フォローどぞ( ﾟ∀ﾟ)つ此方の無言フォローご了承下さい(｡-人-｡),,長野 東御市,city,日本,138.29409,36.285787,138.458051,36.434427,5438,5438,3,['信州鎌倉千曲市']
31,902,902,123,@news_postseven なんにせよ、地元ではがっかりです。爆砕富士市に記載されてる、怒り投稿…それでも吉川さん擁護の意見見てください。そして、擁護関係者取材してみて下さい。富士市の支部連や、県連の闇が見えると思いますよ。,2022-07-25_20:59:27,0.0,0.0,0.0,0,7d93637162dd8434,3011981616,tantan417417,5.0,104,,,静岡 富士市,city,日本,138.557505,35.115342,138.811869,35.359319,5238,5238,3,['富士市吉川富士市']
32,911,911,1137,小名浜(福島県) 04:00の気温湿度 23.4℃ 95%RH (0.01724kg/kg(DA)  97%~23℃) 北北東の風1.3m/s,2022-07-12_04:20:39,0.0,0.0,0.0,0,88525b06cde3c913,509561290,amds_onahamaFuk,80.0,103578,小名浜の気温湿度、それに絶対湿度をつぶやきます。気象庁のアメダスのページから約30分遅れで更新されます。,,福島 いわき市,city,日本,140.565847,36.856205,141.005469,37.319566,5540,5540,2,['小名浜福島県']
33,935,935,824,皿スタ満‼️ (@ スタミナ満点ラーメン すず鬼 - @suzukisutaman in 三鷹市 東京都) https://t.co/ZeVbBNdItO https://t.co/SO6jHLfpCW,2022-07-18_07:54:59,2.0,0.0,33.0,0,d473ed704dbcd4a5,264719478,haruji1973,414.0,3957,,,千葉 関東地方,admin,日本,138.396662,24.224701,153.986676,37.155078,3638,3638,2,['三鷹市東京都']
34,943,943,1159,吹田市で不発弾発見！7/24処理作業に伴う飛行自粛の協力依頼が大阪空港事務所管制保安部からありました。吹田市ホームページにも情報記載されています👀https://t.co/NGvs1U7jIP,2022-07-12_15:51:08,1.0,0.0,6.0,0,27ad6dfad3df91aa,1344684713642901506,droneup_com,427.0,581,【大阪府吹田市ドローン🌈】 はじめようドローン！レッスン📝イベント🎉ドローンショップ✈️空撮代行🎥 皆さまの楽しいドローンライフお手伝いをします😊詳しくはコチラ👇,大阪 吹田市,大阪 吹田市,city,日本,135.486796,34.744527,135.555645,34.831097,5235,5235,2,['吹田市吹田市']
35,948,948,67,I'm at ローソン 倉敷亀山店 - @akiko_lawson in 倉敷市 岡山県 https://t.co/hRonHPosoV,2022-07-15_09:59:29,0.0,0.0,0.0,0,ddcf2f3b0a89a1da,2964034110,fourrhythm_Blue,642.0,204338,かもはうす主宰/ 貧困桐間紗路 / 七草はづき / 大崎甘奈 / 桑山千雪 /,Japan Hiroshima.Prf,岡山 倉敷市,city,日本,133.602449,34.417377,133.882182,34.669521,5133,5133,3,['ローソン 倉敷亀山店lawson in 倉敷市岡山県']
39,1037,1037,1306,I'm at 赤兵衛 in 福岡市 福岡県 https://t.co/GjLTbgJL3k,2022-07-15_11:50:46,0.0,0.0,0.0,0,83e30e314d0e5320,2509072940,d_mov94,399.0,27277,,,福岡 福岡市 博多区,city,日本,130.395325004251,33.5446089970353,130.483550997035,33.6187820011999,5030,5030,2,['福岡市福岡県']
40,1091,1091,898,【７がつ３１にち  にちようび】りょうすけくんは  きょうもこしが  ひけていました。ひっしに  わらっていますがたかいところが  にがてみたいです。（りょうすけの  かのじょ）#腰が引ける #高所恐怖症#城ヶ倉大橋 #青森市 #青森県#日帰り旅行 #二人旅 https://t.co/TXIEG8pCu2,2022-07-31_18:56:45,0.0,1.0,8.0,0,8e4d8be130a167eb,766933741558075392,king_penguin_rt,487.0,5940,かつて僕には、珠玉のダジャレで日本全土を瞬間冷却できる才能がありました。しかしながら'22年5月、素敵すぎる女性と交際が始まり激熱モードに突入し、ダジャレを放っても函館市内ですら冷やせなくなりました。,,青森 青森市,city,日本,140.520167,40.605839,140.981089,40.970401,6040,6040,2,['青森市青森県']
41,1102,1102,478,@terumasamunenew おはようございます！！函館市、五稜郭は、曇りです。(^-^ゞ,2022-07-14_09:56:19,0.0,1.0,0.0,0,725638a075921aa5,773351252792971264,kensan19721224,761.0,200365,アニメ、ゲーム、音楽（dream）、レゴ、スヌーピーと鉄道が好きです。「右も左もぶっ飛ばせ！！」主義者。時々、政治・社会・教育・文化・スポーツ等についてもツイートしています。一部にR-18なツイートがありますので、18歳未満の方や女性はご注意下さい。誹謗中傷等した方は問答無用でブロックします。宜しくお願い申し上げます。,日本 北海道 函館市,北海道 函館市,city,日本,140.692403,41.710052,141.187479,42.009392,6240,6240,2,['函館市五稜郭']
44,1181,1181,764,新潟(新潟県) 03:00の気温湿度 26.3℃ 89%RH (0.01927kg/kg(DA) 108%~23℃) 北西の風0.6m/s,2022-07-27_03:21:23,0.0,0.0,0.0,0,758b6df2b431ecfe,473610329,amds_niigataNii,72.0,103860,新潟の気温湿度、それに絶対湿度をつぶやきます。気象庁のアメダスのページから約30分遅れで更新されます。,Niigata JAPAN,新潟 新潟市 中央区,city,日本,139.005585005187,37.8699360014391,139.098019002981,37.9460940015664,5639,5639,2,['新潟新潟県']
46,1236,1236,682,I'm at 竹内南 交差点 in 葛城市 奈良県 https://t.co/96P3k05sMH,2022-07-13_01:40:12,0.0,0.0,0.0,0,6aba51d44424d5c9,165508286,hiro3s217,493.0,392958,裕と申します。本名です。フォロー時URLのプロフカード必読。礼儀のない方には返事致しません。運転は日々精進、ルール厳守でドライブ最高！昔有名人でした。日常生活はマイナス8時間のズレ。心身の持病多数。二次は雑食腐で同担歓迎、三次は偏食夢で同担かなり拒否。同人→余裕で20歳以上,枚方市→交野市→名張市→和泉市→葛城市,奈良 葛城市,city,日本,135.666145,34.464181,135.750513,34.541504,5135,5135,2,['葛城市奈良県']
48,1281,1281,1073,京都(京都府) 02:00の気温湿度 24.5℃ 95%RH (0.01846kg/kg(DA) 104%~23℃) 北北東の風1.7m/s,2022-07-22_02:21:22,0.0,0.0,0.0,0,cc99d6846bc9c60f,482601329,amds_kyotoKyoto,110.0,103865,京都の気温湿度、それに絶対湿度をつぶやきます。気象庁のアメダスのページから約30分遅れで更新されます。,Kyoto JAPAN,京都 京都市 中京区,city,日本,135.730512998185,34.9934200020406,135.779804998275,35.018685003438,5235,5235,2,['京都京都府']
49,1293,1293,888,札幌(石狩支庁) 03:00の気温湿度 21.2℃ 94%RH (0.01487kg/kg(DA)  84%~23℃) 北の風0.7m/s,2022-07-05_03:20:22,0.0,0.0,0.0,0,fe961fca5190a4d7,499275725,amds_sapporoHok,186.0,103676,札幌の気温湿度、それに絶対湿度をつぶやきます。気象庁のアメダスのページから約30分遅れで更新されます。,Sapporo JAPAN,北海道 札幌市 西区,city,日本,141.161697995133,42.9882540033739,141.333040000514,43.0910950042817,6441,6441,2,['札幌石狩']
50,1297,1297,138,今日は千葉まで足伸ばします。いま東京湾フェリーの乗り場まで下道で向かってます。鎌倉のコンビニ。 https://t.co/TA224vesW2,2022-07-30_06:58:56,0.0,0.0,1.0,0,96cda4ca9e004733,1046930013788893185,hiro_satou55,23.0,685,ＩＴ業界に三十年。横浜に住み続け、女房と二人の娘、二匹のメス猫と一匹のオス猫抱え、あたふた生きてるお父ちゃんが、趣味のバイクを中心に勝手に色んな事を呟きます。,神奈川県　横浜市,神奈 鎌倉市,city,日本,139.488746,35.299609,139.593324,35.367664,5239,5239,2,['千葉鎌倉']
51,1305,1305,788,I'm at カシマサッカースタジアム in 鹿嶋市 茨城県 https://t.co/Xshbh8qfsm,2022-07-13_17:55:58,0.0,0.0,0.0,0,6dde07b2b721803f,2889898812,hirschgeweih39,290.0,72416,鹿島と野球（燕と鴎）と音楽。基本箱推し。写真はインスタへ。呟くことがないとRT多くなりがち。,専用垢は作らない主義,茨城 鹿嶋市,city,日本,140.553993,35.927972,140.703499,36.082222,5340,5340,2,['鹿嶋市茨城県']
52,1338,1338,793,仙台 から乗車し、普通 原ノ町 行き降車。6時53分発 普通 いわき 行きにのりかえ。 (@ 原ノ町駅 in 南相馬市 福島県) https://t.co/6uvDh7w6s7 https://t.co/p2dmPgsBbh,2022-07-23_06:53:37,0.0,0.0,1.0,0,8fa11f9c05bb4e3c,256828178,tujijp,1099.0,109076,デイトレード等で稼いだお金で日本全国の不動産を買い空室の部屋やネットカフェに寝泊まりして日本全国ingress・You Tube撮影旅。青函トンネルを歩き、歩いた軌跡が北は北海道旭川駅、南は熊本県八代駅まで繋がりました(例外を除く)。,本籍 東京都中央区銀座 ,福島 南相馬市,city,日本,140.810099,37.507547,141.034622,37.747024,5640,5640,2,['仙台南相馬市 福島県']
53,1419,1419,1456,自分今までの功績の分この県から東京にタレント出した　〔自分が出したわけじゃ無い〕例えば王林、ジョナゴールド　など　コレは青森の創価がやった。　こんな所早く出たい｡,2022-07-18_01:33:13,0.0,0.0,0.0,0,e1115be3dbef472a,1058857343813730305,E3ee2aEGJv9CIw4,305.0,13893,食べることが好きな男です。,青森 新郷村,青森 新郷村,city,日本,140.973155,40.400782,141.240006,40.498599,6040,6040,2,['東京青森']
55,1544,1544,670,何となく車見に来た (@ 山口スバル 周南店 in 周南市 山口県) https://t.co/25YNqg5UoV,2022-07-16_11:57:07,0.0,0.0,0.0,0,3c3f838d3f1c1dcf,1245774325,vivio660_521,1271.0,114540,ビビヲというクルマが好きです。RX-RとGX-T改を所有してます。ビールが好きです。地ビール、地酒、日本列島観光も好きです。アニメも好きなヲタク🥸,ちぐまや県 時々 神田明神,山口 周南市,city,日本,131.63404,33.967746,132.030836,34.35627,5031,5031,2,['周山口県']
57,1549,1549,253,『黒島〜本日は買い出し！〜ダイビングサービスひでsun』 https://t.co/qEdRqQqw2y#フォロー歓迎　#黒島ダイビング　#ダイビングサービス　#ダイビング好きな人と繋がりたい　#沖縄　#石垣島　#ハートアイランド黒島　#ダイビングサービスひでsun　#八重山　#黒島　#パナリ　#ダイビング女子,2022-07-21_11:58:24,1.0,0.0,5.0,0,118260b583f38b97,508279035,divinghidesun,510.0,3643,黒島のダイビングサービスひでsunです！ちっちゃなお店ですので少人数でまったりとダイビングを楽しんでいます。初心者の方も安心してご参加いただけるよう、水中もスタッフ２名で安全管理さております！女性スタッフも常駐しておりますので女性の方も安心してご参加頂けます。石垣島から日帰りでもご参加いただけます。,沖縄県八重山郡竹富町黒島117,沖縄 石垣市,city,日本,124.06912,24.327426,124.340891,24.61218,3624,3624,2,['沖縄八重山']
58,1564,1564,694,牛！蒟蒻！咖喱！美味！！！ (@ くびかしげ in 大田区 東京都) https://t.co/FfqX0cIavD https://t.co/9VGcy7i3gY,2022-07-22_23:54:44,0.0,0.0,5.0,0,1df8c91136c4c140,71248326,gmbl777,946.0,84923,メダカ金魚蝦熱帯魚うさぎ×9ハリネズミモルモットレオパ×2シルバー文鳥×2シナモン文鳥桜文鳥アマガエルオカメインコと暮らしてます﹗ゴジラ！カーズ！アンパンマン！JayZ！Kanye West！Pharrell Williams！WILD SPEED！幽閉サテライト！をこよなく愛してるよ！,ROUTE 66,東京 大田区,city,日本,139.652804,35.520696,139.826225,35.613092,5339,5339,2,['大田区東京都']
60,1619,1619,1399,札幌(石狩支庁) 04:00の気温湿度 21.7℃ 90%RH (0.01468kg/kg(DA)  83%~23℃) 東南東の風1.5m/s,2022-07-31_04:20:38,0.0,0.0,0.0,0,fe961fca5190a4d7,499275725,amds_sapporoHok,186.0,103678,札幌の気温湿度、それに絶対湿度をつぶやきます。気象庁のアメダスのページから約30分遅れで更新されます。,Sapporo JAPAN,北海道 札幌市 西区,city,日本,141.161697995133,42.9882540033739,141.333040000514,43.0910950042817,6441,6441,2,['札幌石狩']
61,1654,1654,1023,I'm at 水島臨海鉄道 三菱自工前駅 - @mizurin1970 in 倉敷市 岡山県 https://t.co/ieFwO3rVIn,2022-07-28_22:57:43,0.0,0.0,0.0,0,ddcf2f3b0a89a1da,463059245,trainfridaylion,365.0,39585,鉄道とTM NETWORK(FANKS歴33年)と水曜どうでしょう、仮面ライダー・戦隊も好きです。旅行に出るとツイートが増えます。ニチアサ視聴後はRT多めになります。TMで知り合った皆様、鉄分と特撮多めのツイートにご注意を(^◇^;) ヘッダーとアイコンはくまモン駅の在りし日の姿 九州内鉄道ほぼ完乗,くまモンちほー,岡山 倉敷市,city,日本,133.602449,34.417377,133.882182,34.669521,5133,5133,2,['倉敷市岡山県']
63,1792,1792,868,新潟(新潟県) 03:00の気温湿度 24.3℃ 91%RH (0.01744kg/kg(DA)  98%~23℃) 南西の風3.3m/s,2022-07-18_03:21:04,0.0,0.0,1.0,0,758b6df2b431ecfe,473610329,amds_niigataNii,72.0,103860,新潟の気温湿度、それに絶対湿度をつぶやきます。気象庁のアメダスのページから約30分遅れで更新されます。,Niigata JAPAN,新潟 新潟市 中央区,city,日本,139.005585005187,37.8699360014391,139.098019002981,37.9460940015664,5639,5639,2,['新潟新潟県']
64,1810,1810,935,@oka741029 @teru3yom0moch1 うさぎやさん、昨年倒産して悲しかったのですが、惜しむファンが多くて2月に復活したんです。嬉しくて、軽井沢だけでなく東京でも配り回ってます😊,2022-07-28_06:51:58,0.0,1.0,1.0,0,5552c90a5411d6b2,147952992,koataroMasa,910.0,4569,旭市→東京(小岩)→諏訪→ｼﾝｶﾞﾎﾟｰﾙ→東京→ｼｶｺﾞ→東京(週末京都)→軽井沢追分 柴犬/ｺｱﾗ/龍馬/野茂英雄/讃岐うどん/ﾊﾟﾌｪ/ｶﾌｪ/U2/立原道造/御影用水/村上春樹/宮本輝/西加奈子/さとなお/森田真生/伊藤亜紗/先崎顕容/志の輔／ｼｶｺﾞ,軽井沢町追分,長野 軽井沢町,city,日本,138.507534,36.278172,138.657159,36.424256,5438,5438,2,['軽井沢東京']
