,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,created_at,retweets,replies,likes,quote_count,place_id,author_id,username,author_followers,author_tweets,author_description,author_location,city_name,object,country,UserPlase_longitude,UserPlase_latitude,UserPlase_sub_longitude,UserPlase_sub_latitude,code,estimate_code,Geo_Flag_multi,bun
16,480,480,138,高崎着！充電５%だったあぶな……やっぱ手ぶら遠征は危険やね←上田→松本→長野→飯田→諏訪→佐久→高崎→池袋の、１人旅とチェキ会参加を２日間でこなして最高すぎる思い出が出来た！！心地良い疲れじゃ。。。それではゆっくり福島帰ります。おやす〜 https://t.co/FDcgdKDAcw,2022-07-20_00:57:57,0.0,0.0,2.0,0,0fc3a55c3894d000,742424523882909697,ZundaFukushimaX,217.0,24788,福島生まれ福島住み。第２故郷岡山。クラブイベントにハマって最近はEDMとかハードコア。ULTRA JAPAN2022参戦。D4DJ・Merm4id推し。ヘッダーTORIENAさん(@toriena)。車・猫・地元・ポニテ好き。ライブアイドル推し→固ツイ参照,福島 郡山市,JR 高崎駅 (JR Takasaki Sta.),poi,日本,139.01263174155224,36.32259061586591,139.01263174155224,36.32259061586591,5439,5438,4,['長野飯田高崎池袋']
17,613,613,216,I'm at 秋葉原ラーメン わいず in 千代田区 東京都 https://t.co/yotkKR3Wpe,2022-07-10_15:59:15,0.0,0.0,0.0,0,28b9063fdce43645,2991390323,gen_gatari,1664.0,122657,oh my girls:(@hikaru_tono) (@__yuuuumr__ )(@ayaMiNTgreen) icon:(@tear_u2525) DJ/主催:#声ハモ Contact:DM🎧 / game:@VALORANTjp,声優HarmoniX. 熊本→神奈川 家系,東京 千代田区,city,日本,139.729893,35.668551,139.782836,35.705218,5339,5339,3,['秋葉原千代田区東京都']
18,636,636,930,前は上郷SAじゃなかったっけ (@ 豊田上郷SA (下り) in 豊田市 愛知県) https://t.co/42WWWYyQnj,2022-07-08_08:53:28,0.0,0.0,0.0,0,c2599e59e5a977d8,128188787,yume_cypha0718,276.0,41732,いま走り出せば…,神奈 相模原市 南区,愛知 豊田市,city,日本,137.040008,34.990489,137.581705,35.291232,5237,5237,2,['豊田市愛知県']
19,646,646,974,久米島(沖縄県) 03:00の気温湿度 29.2℃ 87%RH (0.02242kg/kg(DA) 126%~23℃) 西南西の風1.2m/s,2022-07-24_03:21:02,0.0,0.0,0.0,0,dbbd1067b8dad56f,509569469,amds_kumejimaOk,162.0,103025,久米島の気温湿度、それに絶対湿度をつぶやきます。気象庁のアメダスのページから約30分遅れで更新されます。,Kumejima JAPAN,沖縄 久米島町,city,日本,126.707865,26.290674,126.842874,26.39149,3926,3926,2,['久米島沖縄県']
20,691,691,904,富山方面各停待ち (@ 魚津駅 in 魚津市 富山県) https://t.co/U8ZDRxwcDv,2022-07-13_16:53:36,0.0,0.0,0.0,0,3a3fc17113c4fd14,124195156,martin_wolves,202.0,18132,人狼各国にお邪魔しているmartin(マーチン)です。,薔薇の下か議事が多いかな,富山 魚津市,city,日本,137.382101,36.67223,137.611443,36.860834,5537,5537,2,['富山魚津市 富山県']
21,692,692,946,うおおおおおおおおお(^_^;) (@ ラウンドワンスタジアム 新潟店 - @r1_niigata in 新潟市 新潟県) https://t.co/iTBE0u1hyi,2022-07-30_09:55:40,0.0,0.0,2.0,0,758b6df2b431ecfe,1201441128282652678,asdf_dbhr,360.0,8579,日々是鍛錬、でぃーんメソッド💪💪💪…　食べ歩き、競馬🏇、サイクリング、筋トレ、日帰り温泉、ファンスキー、ソロキャンプ、腕時計、お料理、ウイスキー、お買い物、ライフハック💖、ぐでたま(´⌓`)　#で競馬,ゴセンシティ　ポケモンジム,新潟 新潟市 中央区,city,日本,139.005585005187,37.8699360014391,139.098019002981,37.9460940015664,5639,5639,2,['niigata in 新潟市新潟県']
22,710,710,349,スパイスカレー　ゴカルナ（沖縄・那覇）に写真を投稿しましたhttps://t.co/BHDqyfCYZ2,2022-07-31_17:58:35,0.0,0.0,1.0,0,853d93b16aeee55c,70594358,gokarna_masa,1023.0,3281,🍛創業2011年🌈沖縄・那覇高校前の👳🏾カレー専門店です💯お弁当🍱もOK❗️WEBショップ🍛やってます‼️11:30-16:00🍛売切れ次第終了🏄不定休🏄スタッフ募集中👍🏼,沖縄県那覇市楚辺１-１-２,沖縄 那覇市,city,日本,127.636449,26.176404,127.73876,26.246129,3927,3927,2,['沖縄那覇']
23,731,731,320,こんにちは。皆様のご来店お待ちしております。昼 11:00～14:00夜 18:00～22:00（オーダーストップ21:30）豊橋市東脇4丁目1-310532-33-2688#つけめん #しょうゆらーめん #まぜそば #油そば #お持ち帰り #テイクアウト#機動戦士ガンダム #ガンダムの日 https://t.co/p9AjOSYIce,2022-07-08_09:57:49,1.0,0.0,3.0,0,d69d92e96c69b1e4,817370758208835586,sakanaya332688,1043.0,5317,【営業時間】11:00〜14:00 18:00〜22:00 オーダーストップ21:30／定休日 月曜日／TEL 0532-33-2688／東脇交差点角（第二駐車場は東脇胃腸科さん西）,愛知県豊橋市東脇4-1-31,愛知 豊橋市,city,日本,137.304701,34.64732,137.501468,34.861387,5137,5137,2,['豊橋市4丁目1-310532-33-2688#つけめん']
24,745,745,129,次は二ツ井 (@ 鷹ノ巣駅 in 北秋田市 秋田県) https://t.co/66Mtl3xpLQ,2022-07-02_17:59:32,0.0,0.0,0.0,0,97500753df31f289,1570324374,OdateTrain701,1722.0,79130,鉄道中心の乗り物系全般とドラゴンクエストが好きな乃木オタ＆Buddies＆おひさま・宮城セキスイハイムスーパーアリーナ5回連続参戦中・永遠の北野日奈子神推し・その他推しは久保史緒里/鈴木絢音/佐藤璃果//菅井友香//東村芽依/影山優佳/佐々木美玲/高本彩花・同人サークル青りんごホールディングス男鹿支社＆坂道アイドル担当,秋田県男鹿市,秋田 北秋田市,city,日本,140.242939,39.795565,140.73256,40.354914,5940,5940,2,['二ツ井北秋田市 秋田県']
25,768,768,733,@otobokemaki @YouTube おはようございます。返信ありがとうございました。九州の豪雨は今日がピークのようです。ホント、これ以上の大きな被害が無く収まって欲しいです。鹿児島のラーメンは豚骨系が主流ですが、醤油や味噌ソースでも美味しい店があって色々な味が楽しめるかと思います。🍜,2022-07-21_06:54:33,0.0,1.0,1.0,0,77890cc3b730bd37,155068540,pxs06053,1163.0,26507,冴えないノン・スモーカー高血圧オッサンです。その時の気分だけで(⁉)️洋楽(たまに邦楽も)を選曲して朝晩投稿しています。😅💦💦 同じ曲が被ったらゴメンなさい。曲も音楽以外の他愛のない独り言も、思い付くまま適当且つ好き勝手に呟きます。無言フォロー、失礼します。🙇🏻,鹿児島県　鹿児島市,鹿児 鹿児島市,city,日本,130.386605,31.293058,130.724893,31.75256,4630,4630,2,['九州鹿児島']
26,833,833,32,浜屋そば〜沖縄そば有名店ですね。わたしは、浜屋そばを注文してトッピング追加そーきです。コーレーグースに紅生姜をかけて無言で食べちゃうおいしさ😍#沖縄観光#沖縄そば＃宮城海岸#沖縄オススメ#沖縄穴場＃青い海#okinawafood https://t.co/QqICh0tEcx,2022-07-17_02:58:42,0.0,0.0,2.0,0,052e049119fd8da1,1545403834331168768,Oki0712miki,2.0,12,沖縄観光大使になりたくて👑                   自分が育った沖縄をもっと知っていこうと 色々な場所を探し求める旅 美味しいものと観光地、観光に乗ってない穴場探し🫶🏻,,日本 沖縄,admin,日本,122.933784,24.045669,131.332071,27.095384,3622,3927,4,['沖縄沖縄沖縄沖縄']
27,836,836,1110,花沢さん、新潟のアフリカ・バンバータだったとは😳 #WREP,2022-07-07_12:54:03,0.0,0.0,2.0,0,758b6df2b431ecfe,3114302910,djko_zy,842.0,12815,"大阪→新潟 / DJ / Beat Maker / Organizer Of Every 2nd Saturday's Hiphop Party ""AGLEE"" At. Club Seven / 病態栄養専門管理栄養士",,新潟 新潟市 中央区,city,日本,139.005585005187,37.8699360014391,139.098019002981,37.9460940015664,5639,5639,2,['新潟アフリカ']
28,839,839,968,昨日のライブ前は、サイン巡りドライブしてきました🚗蔦屋書店新通店→#佐藤海里 #奈良未遥デッキー401→#大塚七海 #小越春花 #中村歩加 #本間日陽 #真下華穂 いろんなお店に飾られて、地域に愛されてる証拠ですね✨新潟に根ざすNGT素晴らしい!地元ツアーであれだけ一体感が出るのも納得です😊 https://t.co/zGyPaxq292,2022-07-25_05:45:19,0.0,0.0,17.0,0,a723e37201ee3835,1476555551018733571,1001101110yt,56.0,1603,村民,,新潟 秋葉区,city,日本,139.0579,37.720438,139.189152,37.841764,5639,5639,2,['奈良新潟']
29,840,840,453,@pendelzug YRVとかもドッカンターボで楽しそうではあるんですけど、ダイハツ本社お膝元の大阪府池田市か隣の兵庫県川西市でしか見たこと無かったです…,2022-07-13_22:56:58,0.0,1.0,0.0,0,04610923899c593c,843456128839114752,CAFESundayCisco,3342.0,37197,🚗🏍🚲乗り物好きの集まるカフェ。鹿児島と宮崎と熊本の県境でぼちぼち営業中！ 自家焙煎コーヒー☕️とハンバーガー🍔とタコス🌮と手作りスイーツ🍩のお店/🐕看板犬のかるかん君/移住者/営業日確認は【固定ツイ】をご覧下さい🙏,鹿児島 湧水町,鹿児 湧水町,city,日本,130.621279,31.904966,130.816434,32.058151,4730,5235,2,['大阪府池田市兵庫県川西市']
30,891,891,492,@hasunokaai 上田市前山の信州の鎌倉あじさい小道か千曲市の智識寺の紫陽花がオススメてす😊,2022-07-18_00:53:40,0.0,1.0,3.0,0,6e4e0577f0ab2a37,3513647359,you198007,231.0,1906,東信、北信メインに美味しい物巡りしてます♪フォロワー増やして美味しい企画やるので無言フォローどぞ( ﾟ∀ﾟ)つ此方の無言フォローご了承下さい(｡-人-｡),,長野 東御市,city,日本,138.29409,36.285787,138.458051,36.434427,5438,5438,3,['信州鎌倉千曲市']
31,902,902,123,@news_postseven なんにせよ、地元ではがっかりです。爆砕富士市に記載されてる、怒り投稿…それでも吉川さん擁護の意見見てください。そして、擁護関係者取材してみて下さい。富士市の支部連や、県連の闇が見えると思いますよ。,2022-07-25_20:59:27,0.0,0.0,0.0,0,7d93637162dd8434,3011981616,tantan417417,5.0,104,,,静岡 富士市,city,日本,138.557505,35.115342,138.811869,35.359319,5238,5238,3,['富士市吉川富士市']
32,911,911,1137,小名浜(福島県) 04:00の気温湿度 23.4℃ 95%RH (0.01724kg/kg(DA)  97%~23℃) 北北東の風1.3m/s,2022-07-12_04:20:39,0.0,0.0,0.0,0,88525b06cde3c913,509561290,amds_onahamaFuk,80.0,103578,小名浜の気温湿度、それに絶対湿度をつぶやきます。気象庁のアメダスのページから約30分遅れで更新されます。,,福島 いわき市,city,日本,140.565847,36.856205,141.005469,37.319566,5540,5540,2,['小名浜福島県']
33,935,935,824,皿スタ満‼️ (@ スタミナ満点ラーメン すず鬼 - @suzukisutaman in 三鷹市 東京都) https://t.co/ZeVbBNdItO https://t.co/SO6jHLfpCW,2022-07-18_07:54:59,2.0,0.0,33.0,0,d473ed704dbcd4a5,264719478,haruji1973,414.0,3957,,,千葉 関東地方,admin,日本,138.396662,24.224701,153.986676,37.155078,3638,3638,2,['三鷹市東京都']
34,943,943,1159,吹田市で不発弾発見！7/24処理作業に伴う飛行自粛の協力依頼が大阪空港事務所管制保安部からありました。吹田市ホームページにも情報記載されています👀https://t.co/NGvs1U7jIP,2022-07-12_15:51:08,1.0,0.0,6.0,0,27ad6dfad3df91aa,1344684713642901506,droneup_com,427.0,581,【大阪府吹田市ドローン🌈】 はじめようドローン！レッスン📝イベント🎉ドローンショップ✈️空撮代行🎥 皆さまの楽しいドローンライフお手伝いをします😊詳しくはコチラ👇,大阪 吹田市,大阪 吹田市,city,日本,135.486796,34.744527,135.555645,34.831097,5235,5235,2,['吹田市吹田市']
35,948,948,67,I'm at ローソン 倉敷亀山店 - @akiko_lawson in 倉敷市 岡山県 https://t.co/hRonHPosoV,2022-07-15_09:59:29,0.0,0.0,0.0,0,ddcf2f3b0a89a1da,2964034110,fourrhythm_Blue,642.0,204338,かもはうす主宰/ 貧困桐間紗路 / 七草はづき / 大崎甘奈 / 桑山千雪 /,Japan Hiroshima.Prf,岡山 倉敷市,city,日本,133.602449,34.417377,133.882182,34.669521,5133,5133,3,['ローソン 倉敷亀山店lawson in 倉敷市岡山県']
36,976,976,508,@huidamadance 日本の政府関係やJETROなんかの経済団体も協賛しているレベルのイベントなら安心かな…フランスのJapan Expoだったら、何年も通訳やコーディネートをやってきた人を紹介できるんだけど…スペインかぁ、でも興味があるならチャレンジしてほしいな,2022-07-12_09:55:53,0.0,1.0,0.0,0,1b0092c9e93fe35f,916908507437293568,angulon21,241.0,15302,MY11 TE125(赤4st)→ MY10 TE250(赤4st)→MY18 FE350 →MY22 TE250i を乗り継ぐハスキーブラザー兄。 4輪はルノー・トゥインゴ3(GT本国仕様) でも呟くのは模型とウイスキーの事が多いおっさん,愛知,愛知 岡崎市,city,日本,137.102706,34.860714,137.421125,35.041536,5237,5339,3,['日本フランススペイン']
37,985,985,872,日本三美人の湯より、イキつけのSP銭湯の方がヌルヌルな気がする件。でも、これまでの最強は、水害前の龍神温泉。#そうだ川中温泉に行こう#日本三美人の湯,2022-07-05_23:51:54,0.0,0.0,4.0,0,07d9e3c8f1087000,1278403579519225856,FB1lLbRpiiUlpyZ,212.0,3975,麻雀/競馬/ラーメン/城めぐり/道の駅/駅メモ/サウナ/温泉むすめ/御船印（一等航海士）/御酒印  御翔印始めました。,,箕面湯元 水春,poi,日本,135.49423897478846,34.822607425997155,135.49423897478846,34.822607425997155,5235,5233,2,['日本龍神温泉']
38,995,995,1151,渡辺繁夫神童二度と日本から出ないかも抜ける様な音の動き美しく端麗常に淀み無い張りの有る美響きジノやジンバリストやティボ-やエネスコに似た技巧は人を嫉妬させた幼少超える完成度ハイヘッツも驚愕だろうスターンにお願いしてれば彼親日家だった二つ大学出ても及ばない才能は日本国の誇り,2022-07-23_15:54:56,0.0,0.0,0.0,0,a40bb560e0f21f2f,1444610886132404228,ithumoithumo,21.0,2678,お互い情報持ち合いより良い良識と見識を作り上げ其を社会の一般通念に迄高め合い拡げ日本社会の常識として共有出来るように成る様に‼️日本社会に健全な保守層を形成出来れば日本国に与党が育ち国家の健全な発展が期待されます各自自信が湧き憲法改正学校での日の丸掲揚君が代斉唱を普通にやれる様に外国と同じ様に其が日本国の独立です,,福島 郡山市,city,日本,140.03598,37.266067,140.564434,37.625822,5540,5134,2,['日本日本国']
39,1037,1037,1306,I'm at 赤兵衛 in 福岡市 福岡県 https://t.co/GjLTbgJL3k,2022-07-15_11:50:46,0.0,0.0,0.0,0,83e30e314d0e5320,2509072940,d_mov94,399.0,27277,,,福岡 福岡市 博多区,city,日本,130.395325004251,33.5446089970353,130.483550997035,33.6187820011999,5030,5030,2,['福岡市福岡県']
40,1091,1091,898,【７がつ３１にち  にちようび】りょうすけくんは  きょうもこしが  ひけていました。ひっしに  わらっていますがたかいところが  にがてみたいです。（りょうすけの  かのじょ）#腰が引ける #高所恐怖症#城ヶ倉大橋 #青森市 #青森県#日帰り旅行 #二人旅 https://t.co/TXIEG8pCu2,2022-07-31_18:56:45,0.0,1.0,8.0,0,8e4d8be130a167eb,766933741558075392,king_penguin_rt,487.0,5940,かつて僕には、珠玉のダジャレで日本全土を瞬間冷却できる才能がありました。しかしながら'22年5月、素敵すぎる女性と交際が始まり激熱モードに突入し、ダジャレを放っても函館市内ですら冷やせなくなりました。,,青森 青森市,city,日本,140.520167,40.605839,140.981089,40.970401,6040,6040,2,['青森市青森県']
41,1102,1102,478,@terumasamunenew おはようございます！！函館市、五稜郭は、曇りです。(^-^ゞ,2022-07-14_09:56:19,0.0,1.0,0.0,0,725638a075921aa5,773351252792971264,kensan19721224,761.0,200365,アニメ、ゲーム、音楽（dream）、レゴ、スヌーピーと鉄道が好きです。「右も左もぶっ飛ばせ！！」主義者。時々、政治・社会・教育・文化・スポーツ等についてもツイートしています。一部にR-18なツイートがありますので、18歳未満の方や女性はご注意下さい。誹謗中傷等した方は問答無用でブロックします。宜しくお願い申し上げます。,日本 北海道 函館市,北海道 函館市,city,日本,140.692403,41.710052,141.187479,42.009392,6240,6240,2,['函館市五稜郭']
42,1126,1126,847,相模原は水本が怪我から復帰した試合だったんかな。守備の安定感ハンパないな…やっぱり水本と安藤を褒める試合だった。鹿児島は悲観する内容ではないと思う。苦しいチーム事情の中で次連敗しないことが大事。,2022-07-18_06:53:22,0.0,0.0,1.0,0,5aee0c58edebb718,91287727,yamaneko21823,1682.0,147289,山雅にわかファン。マルヤス岡崎 #27 三島康平。鹿児島ユナイテッドFC #4 広瀬健太。たまにJFL/ホンダロックSC。J審判員にわかファン。椎名林檎/東京事変/伊澤一葉ℒℴѵℯ。 林檎班。好きなものやひとには好きといひたひ。サウナℒℴνℯ。あっぱすき。 音楽を聴いて素直な自分に戻れたらいいね,信州  松本,長野 松本市,city,日本,137.550839,36.009577,138.131014,36.37944,5437,5030,2,['相模原鹿児島']
43,1129,1129,752,令和4年7月18日 「海の日」を迎えるに当たっての内閣総理大臣メッセージ | 総理の指示・談話など | 首相官邸ホームページ https://t.co/7KUsPQLsuG日本は、黒潮海流の恩恵を、漁業だけでなく、黒潮海流の流動エネルギーを活用することだ、米国のメキシコ湾流にしても、海流エネルギーの活用はできる。,2022-07-18_19:57:04,0.0,0.0,0.0,0,fd6f7fb41904eb10,1439158812494024704,Vl64B9,3.0,651,山脇式アルミ連結構造部材の発明者。　　エバリス株式会社代表者,日本,大阪 大阪市 旭区,city,日本,135.531307004404,34.7078410002162,135.572822003165,34.7423039973127,5235,5133,2,['日本米国']
44,1181,1181,764,新潟(新潟県) 03:00の気温湿度 26.3℃ 89%RH (0.01927kg/kg(DA) 108%~23℃) 北西の風0.6m/s,2022-07-27_03:21:23,0.0,0.0,0.0,0,758b6df2b431ecfe,473610329,amds_niigataNii,72.0,103860,新潟の気温湿度、それに絶対湿度をつぶやきます。気象庁のアメダスのページから約30分遅れで更新されます。,Niigata JAPAN,新潟 新潟市 中央区,city,日本,139.005585005187,37.8699360014391,139.098019002981,37.9460940015664,5639,5639,2,['新潟新潟県']
